day,count,artist,track
"5/13/2013","19","Daft Punk","Doin' It Right"
"5/10/2013","19","Nero","Guilt"
"5/4/2013","33","Justice","Genesis"
"5/2/2013","15","Kavinsky","Endless"
"4/25/2013","19","Nero","Welcome Reality VIP"
"4/20/2013","31","Daft Punk","Aerodynamic"
"4/16/2013","19","Nero","Me And You"
"3/29/2013","16","deadmau5","Bleed"
"3/28/2013","21","deadmau5","Soma"
"2/5/2013","15","Justice","DVNO"
"1/27/2013","22","Justice","D.A.N.C.E."
"1/27/2013","30","Nero","Crush On You"
"1/26/2013","16","Nero","Reaching Out"
"1/25/2013","20","Nero","Promises"
"12/29/2012","16","Daft Punk","Burnin' / Too Long"
"12/27/2012","17","Nero","Ghosts 'N Stuff (Nero Remix)"
"12/21/2012","17","Daft Punk","Da Funk"
"12/16/2012","17","deadmau5","The Veldt (8 Minute Edit) [feat. Chris James]"
"12/16/2012","16","Daft Punk","Technologic"
"12/16/2012","20","Justice","NY Excuse (Justice Remix)"
"11/25/2012","18","The Prodigy","Omen"
"11/1/2012","15","Muggs Majandhra","Weapon With A Face [Proper Edit]"
"10/1/2012","19","deadmau5","FML; I Remember"
"9/22/2012","24","deadmau5","The Reward is Cheese"
"9/21/2012","24","deadmau5","Reward Is More Cheese (Original Mix)"
"9/21/2012","19","Adventure Club","Retro City"
"9/6/2012","31","Daft Punk","Television Rules the Nation"
"8/24/2012","18","Skrillex","Rock N Roll"
"8/24/2012","16","Nero","Doomsday"
"8/22/2012","15","Skrillex","The Devil's Den"
"8/20/2012","16","Skrillex","Breakn' a Sweat"
"8/4/2012","28","Nero","Symphony 2808"
"8/2/2012","21","Nero","Promises"
"8/2/2012","17","Gorillaz","Dirty Harry"
"8/2/2012","19","Pendulum","Witchcraft"
"8/2/2012","25","Daft Punk","Alive"
"8/2/2012","18","deadmau5","The Veldt (8 Minute Edit)"
"7/18/2012","18","Nero","Must Be the Feeling (Delta Heavy remix)"
"7/15/2012","15","Justice","New Lands (Falcon Remix)"
"7/15/2012","16","Daft Punk","Aerodynamite"
"7/14/2012","18","Justice","New Lands (A-Trak Remix)"
"7/14/2012","17","Daft Punk","Aerodynamic"
"7/9/2012","23","Nero","New Life"
"7/8/2012","18","Nero","Promises"
"7/6/2012","17","Skrillex","First of the Year (Equinox)"
"7/6/2012","43","Daft Punk","Around the World"
"7/6/2012","20","Justice","New Lands (Sebastian Remix)"
"7/6/2012","26","Gorillaz","Stylo (Feat. Mos Def And Bobby Womack)"
"7/6/2012","18","deadmau5","Ghosts N Stuff (Original Mix)"
"7/6/2012","28","Pendulum","The Tempest"
"5/23/2012","16","deadmau5","FML"
"5/23/2012","16","Camo & Krooked","Breezeblock"
"5/23/2012","18","Justice","New Lands"
"5/23/2012","20","Daft Punk","Emotion"
"5/23/2012","15","Pendulum","Blood Sugar"
"5/18/2012","24","Daft Punk","touch it + technologic"
"5/17/2012","16","Daft Punk","Robot Rock"
"5/15/2012","24","Daft Punk","Aerodynamic"
"5/8/2012","15","Daft Punk","Television Rules The Nation + Crescendolls"
"5/7/2012","21","Daft Punk","Teachers"
"4/13/2012","16","Daft Punk","Human After All (Justice Remix)"
"4/4/2012","16","deadmau5","Edit Your Friends"
"4/3/2012","15","Daft Punk","Solar Sailer (Pretty Lights remix)"
"4/2/2012","23","Daft Punk","Too Long"
"4/2/2012","16","Gorillaz","Rock the House"
"3/31/2012","16","Daft Punk","One More Time + Aerodynamic"
"3/30/2012","21","Pendulum","The Island - Pt I (Dawn)"
"3/28/2012","42","Daft Punk","Superheroes + Human After All"
"3/28/2012","15","Gorillaz","November Has Come, F-MF Doom"
"3/25/2012","32","Daft Punk","Face to Face"
"3/24/2012","31","Daft Punk","Outlands Pt.II"
"3/23/2012","17","Daft Punk","Funk Ad"
"3/19/2012","19","Daft Punk","Superheroes + Human After All"
"3/16/2012","30","Daft Punk","Alive"
"2/25/2012","24","Daft Punk","Round One"
"2/20/2012","17","Daft Punk","Superheroes + Human After All"
"2/18/2012","16","deadmau5","Hi Friend!"
"2/18/2012","59","Daft Punk","Face to Face"
"2/18/2012","16","Gorillaz","On Melancholy Hill"
"2/17/2012","21","Daft Punk","Derezzed (The Glitch Mob remix)"
"2/11/2012","20","Daft Punk","One More Time"
"1/21/2012","21","Daft Punk","Arrival"
"1/15/2012","19","Daft Punk","Something About Us"
"1/14/2012","15","Daft Punk","Face to Face"
"1/1/2012","16","Daft Punk","Robot Rock"
"12/18/2011","22","Daft Punk","High Life"
"12/17/2011","19","Daft Punk","Human After All"
"12/14/2011","15","Daft Punk","Fall (M83 vs. Big Black Delta remix)"
"12/13/2011","26","Daft Punk","Disc Wars"
"12/9/2011","22","Daft Punk","Face to Face + Short Circuit"
"12/5/2011","45","Daft Punk","touch it + technologic"
"12/4/2011","19","Daft Punk","around the world + harder better faster stronger"
"12/3/2011","19","Daft Punk","The Son Of Flynn (Kitheory Remix)"
"12/2/2011","28","Daft Punk","Prime Time Of Your Life + Brainwash"
"11/29/2011","16","Daft Punk","Prime Time Of Your Life + Brainwash"
"11/27/2011","27","Daft Punk","Aerodynamic Beats + Forget About The World"
"11/26/2011","20","Daft Punk","Something About Us (Love Theme From Interstella 5555)"
"11/24/2011","35","Daft Punk","Da Funk + Daftendirekt"
"11/23/2011","34","Daft Punk","Rock 'n Roll"
